gene_symbol,level,category,n_genes
Sdha,level_1,Complex II,8
Sdhaf1,level_1,Complex II,8
Sdhaf2,level_1,Complex II,8
Sdhaf3,level_1,Complex II,8
Sdhaf4,level_1,Complex II,8
Sdhb,level_1,Complex II,8
Sdhc,level_1,Complex II,8
Sdhd,level_1,Complex II,8
