gene_symbol,level,category,n_genes
Atpaf1,level_2,CV assembly factors,5
Atpaf2,level_2,CV assembly factors,5
Atpsckmt,level_2,CV assembly factors,5
Fmc1,level_2,CV assembly factors,5
Tmem70,level_2,CV assembly factors,5
