gene_symbol,level,category,n_genes
Bcs1l,level_2,CIII assembly factors,6
Lyrm7,level_2,CIII assembly factors,6
Ttc19,level_2,CIII assembly factors,6
Uqcc1,level_2,CIII assembly factors,6
Uqcc2,level_2,CIII assembly factors,6
Uqcc3,level_2,CIII assembly factors,6
