gene_symbol,level,category,n_genes
Aifm1,level_1,Protein import and sorting,4
Timm21,level_1,Protein import and sorting,4
Uqcrc1,level_1,Protein import and sorting,4
Uqcrc2,level_1,Protein import and sorting,4
