gene_symbol,level,category,n_genes
Cox11,level_2,Copper metabolism,5
Cox17,level_2,Copper metabolism,5
Cox19,level_2,Copper metabolism,5
Sco1,level_2,Copper metabolism,5
Sco2,level_2,Copper metabolism,5
