gene_symbol,level,category,n_genes
Sdha,level_1,Carbohydrate metabolism,4
Sdhb,level_1,Carbohydrate metabolism,4
Sdhc,level_1,Carbohydrate metabolism,4
Sdhd,level_1,Carbohydrate metabolism,4
