gene_symbol,level,category,n_genes
Sdhaf1,level_2,CII assembly factors,4
Sdhaf2,level_2,CII assembly factors,4
Sdhaf3,level_2,CII assembly factors,4
Sdhaf4,level_2,CII assembly factors,4
