total_degs,upregulated,downregulated,mean_log2fc,median_log2fc,min_log2fc,max_log2fc,mean_padj,median_padj
2974,1650,1324,0.1450859901408877,0.5503549729999999,-3.981474236,3.916458952,0.0009356863634940718,3.9750000000000004e-05
