gene_symbol,pathway,level,n_genes
Pcbd2,Tetrahydrobiopterin synthesis,level_2,3
Qdpr,Tetrahydrobiopterin synthesis,level_2,3
Spr,Tetrahydrobiopterin synthesis,level_2,3
