gene_symbol,pathway,level,n_genes
Agxt,Glyoxylate metabolism,level_2,8
Agxt2,Glyoxylate metabolism,level_2,8
Aldh4a1,Glyoxylate metabolism,level_2,8
Got2,Glyoxylate metabolism,level_2,8
Grhpr,Glyoxylate metabolism,level_2,8
Hoga1,Glyoxylate metabolism,level_2,8
Ldhb,Glyoxylate metabolism,level_2,8
Prodh2,Glyoxylate metabolism,level_2,8
