gene_symbol,pathway,level,n_genes
Acaca,Biotin utilizing proteins,level_2,5
Acacb,Biotin utilizing proteins,level_2,5
Mccc1,Biotin utilizing proteins,level_2,5
Pcca,Biotin utilizing proteins,level_2,5
Pcx,Biotin utilizing proteins,level_2,5
