gene_symbol,pathway,level,n_genes
Arl2,Fusion,level_1,9
Mfn1,Fusion,level_1,9
Mfn2,Fusion,level_1,9
Miga1,Fusion,level_1,9
Miga2,Fusion,level_1,9
Mtch2,Fusion,level_1,9
Oma1,Fusion,level_1,9
Opa1,Fusion,level_1,9
Pld6,Fusion,level_1,9
