gene_symbol,pathway,level,n_genes
Abca9,ABC transporters,level_1,8
Abcb10,ABC transporters,level_1,8
Abcb6,ABC transporters,level_1,8
Abcb7,ABC transporters,level_1,8
Abcb8,ABC transporters,level_1,8
Abcd1,ABC transporters,level_1,8
Abcd2,ABC transporters,level_1,8
Abcd3,ABC transporters,level_1,8
