gene_symbol,pathway,level,n_genes
Cyc1,CIII subunits,level_2,10
Uqcr10,CIII subunits,level_2,10
Uqcr11,CIII subunits,level_2,10
Uqcrb,CIII subunits,level_2,10
Uqcrc1,CIII subunits,level_2,10
Uqcrc2,CIII subunits,level_2,10
Uqcrfs1,CIII subunits,level_2,10
Uqcrh,CIII subunits,level_2,10
Uqcrq,CIII subunits,level_2,10
mt-Cytb,CIII subunits,level_2,10
