gene_symbol,pathway,level,n_genes
Bcs1l,CIII assembly factors,level_2,6
Lyrm7,CIII assembly factors,level_2,6
Ttc19,CIII assembly factors,level_2,6
Uqcc1,CIII assembly factors,level_2,6
Uqcc2,CIII assembly factors,level_2,6
Uqcc3,CIII assembly factors,level_2,6
