gene_symbol,pathway,level,n_genes
Immp1l,Preprotein cleavage,level_2,8
Immp2l,Preprotein cleavage,level_2,8
Mipep,Preprotein cleavage,level_2,8
Pmpca,Preprotein cleavage,level_2,8
Pmpcb,Preprotein cleavage,level_2,8
Uqcrc1,Preprotein cleavage,level_2,8
Uqcrc2,Preprotein cleavage,level_2,8
Xpnpep3,Preprotein cleavage,level_2,8
