gene_symbol,pathway,level,n_genes
Ethe1,Sulfur metabolism,level_1,11
Got2,Sulfur metabolism,level_1,11
Mpst,Sulfur metabolism,level_1,11
Msra,Sulfur metabolism,level_1,11
Msrb2,Sulfur metabolism,level_1,11
Slc25a14,Sulfur metabolism,level_1,11
Slc25a30,Sulfur metabolism,level_1,11
Sqor,Sulfur metabolism,level_1,11
Suox,Sulfur metabolism,level_1,11
Tst,Sulfur metabolism,level_1,11
Tstd1,Sulfur metabolism,level_1,11
