gene_symbol,pathway,level,n_genes
Bcl2l13,Mitophagy,level_1,14
Fkbp8,Mitophagy,level_1,14
Fundc1,Mitophagy,level_1,14
Marchf5,Mitophagy,level_1,14
Nipsnap1,Mitophagy,level_1,14
Nipsnap2,Mitophagy,level_1,14
Park7,Mitophagy,level_1,14
Parl,Mitophagy,level_1,14
Pgam5,Mitophagy,level_1,14
Pink1,Mitophagy,level_1,14
Prkn,Mitophagy,level_1,14
Tomm7,Mitophagy,level_1,14
Usp30,Mitophagy,level_1,14
Vps13d,Mitophagy,level_1,14
