gene_symbol,pathway,level,n_genes
Abcb7,Molybdenum cofactor synthesis and proteins,level_2,5
Mocs1,Molybdenum cofactor synthesis and proteins,level_2,5
Mtarc1,Molybdenum cofactor synthesis and proteins,level_2,5
Mtarc2,Molybdenum cofactor synthesis and proteins,level_2,5
Suox,Molybdenum cofactor synthesis and proteins,level_2,5
