gene_symbol,pathway,level,n_genes
Slc25a23,Nucleotide import,level_2,9
Slc25a24,Nucleotide import,level_2,9
Slc25a25,Nucleotide import,level_2,9
Slc25a31,Nucleotide import,level_2,9
Slc25a33,Nucleotide import,level_2,9
Slc25a36,Nucleotide import,level_2,9
Slc25a4,Nucleotide import,level_2,9
Slc25a41,Nucleotide import,level_2,9
Slc25a5,Nucleotide import,level_2,9
