gene_symbol,pathway,level,n_genes
Apex1,mtDNA repair,level_2,9
Exog,mtDNA repair,level_2,9
Lig3,mtDNA repair,level_2,9
Ogg1,mtDNA repair,level_2,9
Polb,mtDNA repair,level_2,9
Polg,mtDNA repair,level_2,9
Primpol,mtDNA repair,level_2,9
Recql4,mtDNA repair,level_2,9
Ung,mtDNA repair,level_2,9
